1736342840.298688959	Controller Area Network, Ext. ID: 183 (0x000000b7), Length: 8	0000000000000000
1736342840.298700849	Controller Area Network, Ext. ID: 63 (0x0000003f), Length: 6	4702007e000c
1736342840.298712370	Controller Area Network, Ext. ID: 36 (0x00000024), Length: 8	02000202420180f5
1736342840.298724260	Controller Area Network, Ext. ID: 581 (0x00000245), Length: 5	000000004c
1736342840.298736110	Controller Area Network, Ext. ID: 713 (0x000002c9), Length: 8	000da70288000011
1736342840.298748361	Controller Area Network, Ext. ID: 50 (0x00000032), Length: 8	000000000000003a
1736342840.298760151	Controller Area Network, Ext. ID: 164 (0x000000a4), Length: 8	40000000000000ec
1736342840.298772271	Controller Area Network, Ext. ID: 55 (0x00000037), Length: 7	00005400000698
1736342840.298784101	Controller Area Network, Ext. ID: 188 (0x000000bc), Length: 8	000011fe51ff0023
1736342840.298796172	Controller Area Network, Ext. ID: 583 (0x00000247), Length: 7	06008000000000
1736342840.298808292	Controller Area Network, Ext. ID: 1198 (0x000004ae), Length: 8	fffd80d310015a8b
1736342840.298820102	Controller Area Network, Ext. ID: 298 (0x0000012a), Length: 7	00000000000032
1736342840.298831942	Controller Area Network, Ext. ID: 752 (0x000002f0), Length: 4	1000fa00
1736342840.298843733	Controller Area Network, Ext. ID: 180 (0x000000b4), Length: 8	00000000000000bc
1736342840.298855503	Controller Area Network, Ext. ID: 566 (0x00000236), Length: 5	27ff030066
1736342840.298867633	Controller Area Network, Ext. ID: 296 (0x00000128), Length: 8	0000100000000041
1736342840.298879383	Controller Area Network, Ext. ID: 166 (0x000000a6), Length: 8	00000040000000ee
1736342840.298891214	Controller Area Network, Ext. ID: 301 (0x0000012d), Length: 8	7fff7fff7fffffaf
1736342840.298902684	Controller Area Network, Ext. ID: 302 (0x0000012e), Length: 7	7fff7fff7fffb0
1736342840.298914524	Controller Area Network, Ext. ID: 303 (0x0000012f), Length: 8	ff7fff7fff7fffb1
1736342840.298926164	Controller Area Network, Ext. ID: 63 (0x0000003f), Length: 6	4702007e000c
1736342840.298938565	Controller Area Network, Ext. ID: 293 (0x00000125), Length: 7	f000000000001d
1736342840.298950445	Controller Area Network, Ext. ID: 840 (0x00000348), Length: 8	00020000002c0485
1736342840.298962015	Controller Area Network, Ext. ID: 50 (0x00000032), Length: 8	000000000000003a
1736342840.298973985	Controller Area Network, Ext. ID: 55 (0x00000037), Length: 7	00005400000698
1736342840.298985626	Controller Area Network, Ext. ID: 466 (0x000001d2), Length: 8	990402aa028800ae
1736342840.298997156	Controller Area Network, Ext. ID: 183 (0x000000b7), Length: 8	0000000000000000
1736342840.299008926	Controller Area Network, Ext. ID: 295 (0x00000127), Length: 8	00100008000161aa
1736342840.299020396	Controller Area Network, Ext. ID: 467 (0x000001d3), Length: 8	0028000000000004
1736342840.299032127	Controller Area Network, Ext. ID: 164 (0x000000a4), Length: 8	40000000000000ec
1736342840.299044467	Controller Area Network, Ext. ID: 188 (0x000000bc), Length: 8	000011fe51ff0023
1736342840.299056517	Controller Area Network, Ext. ID: 63 (0x0000003f), Length: 6	4702007e000c
1736342840.299068788	Controller Area Network, Ext. ID: 860 (0x0000035c), Length: 8	00800000000000e7
1736342840.299080638	Controller Area Network, Ext. ID: 50 (0x00000032), Length: 8	000000000000003a
1736342840.299092438	Controller Area Network, Ext. ID: 580 (0x00000244), Length: 8	110000000000005f
1736342840.299104298	Controller Area Network, Ext. ID: 166 (0x000000a6), Length: 8	00000040000000ee
1736342840.299116209	Controller Area Network, Ext. ID: 55 (0x00000037), Length: 7	00005400000698
1736342840.299128059	Controller Area Network, Ext. ID: 298 (0x0000012a), Length: 7	00000000000032
1736342840.299139769	Controller Area Network, Ext. ID: 296 (0x00000128), Length: 8	0000100000000041
1736342840.299151909	Controller Area Network, Ext. ID: 301 (0x0000012d), Length: 8	7fff7fff7fffffaf
1736342840.299163860	Controller Area Network, Ext. ID: 302 (0x0000012e), Length: 7	7fff7fff7fffb0
1736342840.299175770	Controller Area Network, Ext. ID: 303 (0x0000012f), Length: 8	ff7fff7fff7fffb1
1736342840.299187660	Controller Area Network, Ext. ID: 183 (0x000000b7), Length: 8	0000000000000000
1736342840.299199590	Controller Area Network, Ext. ID: 970 (0x000003ca), Length: 6	0020000000f3
1736342840.299211491	Controller Area Network, Ext. ID: 581 (0x00000245), Length: 5	000000004c
1736342840.299223381	Controller Area Network, Ext. ID: 63 (0x0000003f), Length: 6	4702007e000c
1736342840.299234951	Controller Area Network, Ext. ID: 293 (0x00000125), Length: 7	f000000000001d
1736342840.299246741	Controller Area Network, Ext. ID: 1199 (0x000004af), Length: 8	0040000000000000
1736342840.299258802	Controller Area Network, Ext. ID: 50 (0x00000032), Length: 8	000000000000003a
1736342840.299270592	Controller Area Network, Ext. ID: 55 (0x00000037), Length: 7	00005400000698
1736342840.299282362	Controller Area Network, Ext. ID: 164 (0x000000a4), Length: 8	40000000000000ec
1736342840.299294412	Controller Area Network, Ext. ID: 583 (0x00000247), Length: 7	06008000000000
1736342840.299306233	Controller Area Network, Ext. ID: 188 (0x000000bc), Length: 8	000011fe51ff0023
1736342840.299318403	Controller Area Network, Ext. ID: 180 (0x000000b4), Length: 8	00000000000000bc
1736342840.299330113	Controller Area Network, Ext. ID: 715 (0x000002cb), Length: 5	3c9f960043
1736342840.299341994	Controller Area Network, Ext. ID: 566 (0x00000236), Length: 5	27ff030066
1736342840.299353724	Controller Area Network, Ext. ID: 295 (0x00000127), Length: 8	00100008000161aa
1736342840.299365364	Controller Area Network, Ext. ID: 735 (0x000002df), Length: 8	0000000000000000
1736342840.299377204	Controller Area Network, Ext. ID: 166 (0x000000a6), Length: 8	00000040000000ee
1736342840.299388765	Controller Area Network, Ext. ID: 713 (0x000002c9), Length: 8	000da70288000011
1736342840.299402805	Controller Area Network, Ext. ID: 63 (0x0000003f), Length: 6	4702007e000c
1736342840.299419225	Controller Area Network, Ext. ID: 968 (0x000003c8), Length: 8	002c000002140419
1736342840.299430865	Controller Area Network, Ext. ID: 50 (0x00000032), Length: 8	000000000000003a
1736342840.299442476	Controller Area Network, Ext. ID: 55 (0x00000037), Length: 7	00005400000698
1736342840.299454906	Controller Area Network, Ext. ID: 298 (0x0000012a), Length: 7	00000000000032
1736342840.299466706	Controller Area Network, Ext. ID: 183 (0x000000b7), Length: 8	0000000000000000
1736342840.299478227	Controller Area Network, Ext. ID: 301 (0x0000012d), Length: 8	7fff7fff7fffffaf
1736342840.299489887	Controller Area Network, Ext. ID: 296 (0x00000128), Length: 8	0000100000000041
1736342840.299501317	Controller Area Network, Ext. ID: 302 (0x0000012e), Length: 7	7fff7fff7fffb0
1736342840.299513147	Controller Area Network, Ext. ID: 303 (0x0000012f), Length: 8	ff7fff7fff7fffb1
1736342840.299524828	Controller Area Network, Ext. ID: 164 (0x000000a4), Length: 8	40000000000000ec
